2,0,Fatigued/Drowsy,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1,0,Fell Asleep,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Physical Disability,,,PASSENGER VEHICLE,,
1,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Turning Improperly,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Passenger Distraction,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Driver Inattention/Distraction,Unspecified,,LARGE COM VEH(6 OR MORE TIRES),BUS,
1,0,Failure to Yield Right-of-Way,Unspecified,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Passenger Distraction,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Illness,Other Vehicular,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Outside Car Distraction,Outside Car Distraction,Fatigued/Drowsy,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Lost Consciousness,Unspecified,,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,
1,0,Drugs (Illegal),,,SPORT UTILITY / STATION WAGON,,
1,0,Traffic Control Disregarded,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
3,0,Fell Asleep,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,VAN
1,0,Driver Inattention/Distraction,Passenger Distraction,,PASSENGER VEHICLE,BICYCLE,
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Physical Disability,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Other Electronic Device,,,SPORT UTILITY / STATION WAGON,,
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Glare,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Driver Inattention/Distraction,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Outside Car Distraction,,,MOTORCYCLE,,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
2,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE
1,0,Driver Inexperience,,,PASSENGER VEHICLE,,
1,0,Failure to Yield Right-of-Way,,,SPORT UTILITY / STATION WAGON,,
1,0,Failure to Yield Right-of-Way,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Fatigued/Drowsy,Driver Inattention/Distraction,,SPORT UTILITY / STATION WAGON,OTHER,
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
4,0,Glare,Unspecified,,TAXI,SPORT UTILITY / STATION WAGON,
3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Fatigued/Drowsy,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Obstruction/Debris,Passenger Distraction,,PASSENGER VEHICLE,BICYCLE,
1,0,Driver Inexperience,Unspecified,,PASSENGER VEHICLE,LIVERY VEHICLE,
2,0,Aggressive Driving/Road Rage,Unspecified,,PASSENGER VEHICLE,UNKNOWN,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,TAXI,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,,BUS,BICYCLE,
1,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Fatigued/Drowsy,Unspecified,,TAXI,LIVERY VEHICLE,
1,0,Driver Inattention/Distraction,,,TAXI,,
1,0,Driver Inattention/Distraction,Passenger Distraction,,PASSENGER VEHICLE,BICYCLE,
1,0,Fatigued/Drowsy,Passenger Distraction,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Physical Disability,Unspecified,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Failure to Yield Right-of-Way,Unspecified,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Backing Unsafely,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
5,0,Other Vehicular,Fatigued/Drowsy,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
2,0,Other Vehicular,Prescription Medication,,PASSENGER VEHICLE,PASSENGER VEHICLE,
0,1,Following Too Closely,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1,0,Failure to Yield Right-of-Way,,,SPORT UTILITY / STATION WAGON,,
2,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,,,TAXI,,
2,0,Traffic Control Disregarded,Turning Improperly,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,LIVERY VEHICLE
4,0,Passenger Distraction,Fatigued/Drowsy,,TAXI,PASSENGER VEHICLE,
1,0,Other Electronic Device,Driver Inattention/Distraction,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
2,0,Fatigued/Drowsy,Unspecified,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE
3,0,Outside Car Distraction,Outside Car Distraction,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Alcohol Involvement,Driver Inattention/Distraction,,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),
1,0,Other Vehicular,Turning Improperly,,PASSENGER VEHICLE,VAN,
1,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
5,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
1,0,Traffic Control Disregarded,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1,0,Driver Inattention/Distraction,Outside Car Distraction,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,BICYCLE,
2,0,Fatigued/Drowsy,Outside Car Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,View Obstructed/Limited,,,SPORT UTILITY / STATION WAGON,,
1,0,Failure to Yield Right-of-Way,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Traffic Control Disregarded,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
2,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
1,0,Driver Inexperience,Failure to Yield Right-of-Way,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Other Electronic Device,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
4,0,Turning Improperly,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,,
2,0,Driver Inexperience,,,PASSENGER VEHICLE,,
3,0,Brakes Defective,Unspecified,,PASSENGER VEHICLE,OTHER,
2,0,Prescription Medication,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
3,0,Traffic Control Disregarded,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
3,0,Outside Car Distraction,,,BUS,,
1,0,Driver Inattention/Distraction,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
4,0,Fatigued/Drowsy,Unspecified,,SPORT UTILITY / STATION WAGON,VAN,
1,0,Failure to Yield Right-of-Way,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
3,0,Fatigued/Drowsy,Unspecified,,TAXI,TAXI,
1,0,Fatigued/Drowsy,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
2,0,Fell Asleep,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
4,0,Driver Inattention/Distraction,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Traffic Control Disregarded,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,UNKNOWN,TAXI,TAXI
2,0,Outside Car Distraction,Driver Inexperience,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PICK-UP TRUCK,BUS
2,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,TAXI,
1,0,Failure to Keep Right,,,PASSENGER VEHICLE,,
1,0,Physical Disability,Unspecified,,TAXI,LARGE COM VEH(6 OR MORE TIRES),
1,0,Driver Inattention/Distraction,Prescription Medication,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Physical Disability,Unspecified,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
2,0,Physical Disability,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Pavement Slippery,Unspecified,,TAXI,PICK-UP TRUCK,
1,0,Failure to Yield Right-of-Way,,,SPORT UTILITY / STATION WAGON,,
2,0,Fatigued/Drowsy,Outside Car Distraction,,PASSENGER VEHICLE,VAN,
1,0,Traffic Control Disregarded,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Traffic Control Disregarded,,,PASSENGER VEHICLE,,
2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,TAXI,PASSENGER VEHICLE,OTHER
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Physical Disability,Unspecified,,VAN,SMALL COM VEH(4 TIRES),
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Passenger Distraction,,,PASSENGER VEHICLE,,
1,0,Failure to Yield Right-of-Way,,,VAN,,
1,0,Failure to Yield Right-of-Way,Unspecified,,SPORT UTILITY / STATION WAGON,BICYCLE,
1,0,Failure to Yield Right-of-Way,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,SMALL COM VEH(4 TIRES),BICYCLE,
3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Fatigued/Drowsy,Unspecified,,LIVERY VEHICLE,SMALL COM VEH(4 TIRES),
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Fatigued/Drowsy,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,,,TAXI,,
1,0,Backing Unsafely,,,PASSENGER VEHICLE,,
5,0,Brakes Defective,Unspecified,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,BICYCLE,
1,0,Driver Inexperience,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
3,0,Fell Asleep,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1,0,Lost Consciousness,Unspecified,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
2,0,Fatigued/Drowsy,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Oversized Vehicle,Unspecified,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
3,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,TAXI,TAXI,TAXI
2,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
1,0,Prescription Medication,Unspecified,,TAXI,TAXI,
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Physical Disability,View Obstructed/Limited,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
2,0,Backing Unsafely,,,SPORT UTILITY / STATION WAGON,,
2,0,Pavement Defective,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
5,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Failure to Keep Right,,,PASSENGER VEHICLE,,
1,0,Drugs (Illegal),,,TAXI,,
1,0,Driver Inattention/Distraction,Unspecified,Unspecified,LIVERY VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
2,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
2,0,Lost Consciousness,Turning Improperly,,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),
1,0,Alcohol Involvement,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,Passenger Distraction,,LIVERY VEHICLE,BICYCLE,
1,0,Failure to Yield Right-of-Way,Alcohol Involvement,,PASSENGER VEHICLE,BICYCLE,
1,0,Lost Consciousness,Turning Improperly,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
3,0,Fatigued/Drowsy,Unspecified,,PICK-UP TRUCK,PASSENGER VEHICLE,
0,1,Driver Inattention/Distraction,Driver Inattention/Distraction,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Physical Disability,Unspecified,,VAN,BICYCLE,
1,0,Passing or Lane Usage Improper,Unspecified,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,PICK-UP TRUCK,LIVERY VEHICLE,
1,0,Turning Improperly,Unspecified,,BUS,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,,,PASSENGER VEHICLE,,
1,0,Failure to Yield Right-of-Way,Unspecified,,SPORT UTILITY / STATION WAGON,OTHER,
1,0,Fatigued/Drowsy,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,Backing Unsafely,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
1,0,Physical Disability,Physical Disability,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Passenger Distraction,Other Vehicular,,OTHER,BICYCLE,
1,0,Failure to Yield Right-of-Way,,,SPORT UTILITY / STATION WAGON,,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,SMALL COM VEH(4 TIRES),TAXI,
1,0,Backing Unsafely,Other Electronic Device,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
5,0,Driver Inattention/Distraction,Pavement Slippery,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,UNKNOWN,
1,0,Traffic Control Disregarded,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
4,0,Physical Disability,Other Vehicular,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Other Electronic Device,Other Electronic Device,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1,0,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,,
1,0,Physical Disability,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Lost Consciousness,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
3,0,Driver Inattention/Distraction,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1,0,Driver Inattention/Distraction,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Fatigued/Drowsy,Traffic Control Disregarded,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1,0,Pavement Defective,Unspecified,,PASSENGER VEHICLE,OTHER,
2,0,Driver Inattention/Distraction,Unspecified,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Fatigued/Drowsy,,VAN,BICYCLE,
2,0,Fatigued/Drowsy,Unspecified,,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,PASSENGER VEHICLE,PASSENGER VEHICLE,
1,0,Passenger Distraction,,,SPORT UTILITY / STATION WAGON,,
1,0,Fatigued/Drowsy,Unspecified,,SMALL COM VEH(4 TIRES),LARGE COM VEH(6 OR MORE TIRES),
3,0,Aggressive Driving/Road Rage,Failure to Yield Right-of-Way,,PASSENGER VEHICLE,UNKNOWN,
1,0,Backing Unsafely,,,SPORT UTILITY / STATION WAGON,,
1,0,Passenger Distraction,,,LIVERY VEHICLE,,
2,0,Traffic Control Disregarded,Traffic Control Disregarded,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1,0,Driver Inattention/Distraction,Unspecified,,TAXI,SPORT UTILITY / STATION WAGON,
1,0,Fatigued/Drowsy,Unspecified,,SPORT UTILITY / STATION WAGON,UNKNOWN,
